game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames
2215844,1_6,1,61278,149,transition_latency,0.98,172500
2215844,1_6,1,87668,149,transition_latency,1.58,172500
2215844,1_6,1,105046,149,transition_latency,1.04,172500
2215844,1_6,1,106551,153,transition_latency,0.04,172500
2215844,1_6,1,115961,153,transition_latency,1.02,172500
2215844,1_6,1,116406,149,transition_latency,0.92,172500
2215844,1_6,1,129479,149,transition_latency,1.44,172500
2215844,1_6,1,143685,153,transition_latency,1.0,172500
2215844,1_6,1,168539,153,transition_latency,0.2,172500
2215844,1_6,1,204936,149,transition_latency,0.86,172500
2215844,1_6,1,223760,149,transition_latency,0.92,172500
2215844,1_6,1,228322,153,transition_latency,0.88,172500
2215844,1_6,1,231057,153,transition_latency,0.04,172500
2215844,1_6,1,435731,153,transition_latency,0.9,172500
2215844,1_6,1,456300,153,transition_latency,0.44,172500
2215844,1_7,1,17861,149,transition_latency,1.78,172500
2215844,1_7,1,42779,153,transition_latency,1.32,172500
2215844,1_7,1,61170,149,transition_latency,1.22,172500
2215844,1_7,1,61278,149,transition_latency,1.36,172500
2215844,1_7,1,106551,153,transition_latency,1.12,172500
2215844,1_7,1,115961,153,transition_latency,0.94,172500
2215844,1_7,1,116406,149,transition_latency,0.88,172500
2215844,1_7,1,129479,149,transition_latency,1.48,172500
2215844,1_7,1,203368,153,transition_latency,1.24,172500
2215844,1_7,1,204936,149,transition_latency,0.96,172500
2215844,1_7,1,220160,149,transition_latency,1.64,172500
2215844,1_7,1,228322,153,transition_latency,0.76,172500
2215844,1_7,1,231057,153,transition_latency,1.36,172500
2215844,1_7,1,435731,153,transition_latency,1.78,172500
2215844,1_7,1,456300,153,transition_latency,1.02,172500
2215844,1_8,1,17861,149,transition_latency,0.32,172500
2215844,1_8,1,19054,149,transition_latency,0.44,172500
2215844,1_8,1,42779,153,transition_latency,1.68,172500
2215844,1_8,1,61278,149,transition_latency,0.72,172500
2215844,1_8,1,85633,153,transition_latency,1.08,172500
2215844,1_8,1,87668,149,transition_latency,1.44,172500
2215844,1_8,1,105046,149,transition_latency,1.92,172500
2215844,1_8,1,106551,153,transition_latency,1.307,172500
2215844,1_8,1,115961,153,transition_latency,0.69,172500
2215844,1_8,1,143685,153,transition_latency,0.58,172500
2215844,1_8,1,168539,153,transition_latency,0.84,172500
2215844,1_8,1,203368,153,transition_latency,0.96,172500
2215844,1_8,1,223760,149,transition_latency,1.48,172500
2215844,1_8,1,228322,153,transition_latency,1.3,172500
2215844,1_8,1,231057,153,transition_latency,1.267,172500
2215844,1_8,1,435731,153,transition_latency,1.147,172500
2215844,1_8,1,456300,153,transition_latency,0.7,172500
2215844,2_0,2,17861,149,transition_latency,0.48,172500
2215844,2_0,2,19054,149,transition_latency,1.8,172500
2215844,2_0,2,42779,153,transition_latency,0.74,172500
2215844,2_0,2,61170,149,transition_latency,0.42,172500
2215844,2_0,2,61278,149,transition_latency,1.12,172500
2215844,2_0,2,85633,153,transition_latency,1.84,172500
2215844,2_0,2,87668,149,transition_latency,1.0,172500
2215844,2_0,2,105046,149,transition_latency,0.72,172500
2215844,2_0,2,106551,153,transition_latency,1.013,172500
2215844,2_0,2,115961,153,transition_latency,0.86,172500
2215844,2_0,2,116406,149,transition_latency,0.96,172500
2215844,2_0,2,129479,149,transition_latency,1.14,172500
2215844,2_0,2,168539,153,transition_latency,1.04,172500
2215844,2_0,2,203368,153,transition_latency,1.187,172500
2215844,2_0,2,204936,149,transition_latency,0.88,172500
2215844,2_0,2,220160,149,transition_latency,1.88,172500
2215844,2_0,2,223760,149,transition_latency,1.44,172500
2215844,2_0,2,228322,153,transition_latency,1.68,172500
2215844,2_0,2,231057,153,transition_latency,1.3,172500
2215844,2_0,2,456300,153,transition_latency,1.267,172500
2215844,2_1,2,17861,149,transition_latency,0.94,172500
2215844,2_1,2,19054,149,transition_latency,1.12,172500
2215844,2_1,2,42779,153,transition_latency,0.56,172500
2215844,2_1,2,61278,149,transition_latency,1.66,172500
2215844,2_1,2,85633,153,transition_latency,0.747,172500
2215844,2_1,2,87668,149,transition_latency,0.81,172500
2215844,2_1,2,105046,149,transition_latency,2.0,172500
2215844,2_1,2,106551,153,transition_latency,1.78,172500
2215844,2_1,2,115961,153,transition_latency,0.7,172500
2215844,2_1,2,116406,149,transition_latency,0.853,172500
2215844,2_1,2,129479,149,transition_latency,1.06,172500
2215844,2_1,2,143685,153,transition_latency,1.29,172500
2215844,2_1,2,168539,153,transition_latency,0.2,172500
2215844,2_1,2,203368,153,transition_latency,0.627,172500
2215844,2_1,2,204936,149,transition_latency,1.2,172500
2215844,2_1,2,220160,149,transition_latency,1.84,172500
2215844,2_1,2,223760,149,transition_latency,1.133,172500
2215844,2_1,2,228322,153,transition_latency,1.08,172500
2215844,2_1,2,231057,153,transition_latency,1.453,172500
2215844,2_1,2,435731,153,transition_latency,0.92,172500
2215844,2_1,2,456300,153,transition_latency,1.1,172500
2215844,2_2,2,17861,149,transition_latency,1.64,172500
2215844,2_2,2,19054,149,transition_latency,1.56,172500
2215844,2_2,2,42779,153,transition_latency,0.92,172500
2215844,2_2,2,61170,149,transition_latency,1.2,172500
2215844,2_2,2,85633,153,transition_latency,1.2,172500
2215844,2_2,2,87668,149,transition_latency,1.22,172500
2215844,2_2,2,105046,149,transition_latency,1.96,172500
2215844,2_2,2,106551,153,transition_latency,0.28,172500
2215844,2_2,2,115961,153,transition_latency,0.72,172500
2215844,2_2,2,143685,153,transition_latency,0.74,172500
2215844,2_2,2,168539,153,transition_latency,1.08,172500
2215844,2_2,2,203368,153,transition_latency,0.36,172500
2215844,2_2,2,204936,149,transition_latency,0.72,172500
