game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,median_latency,failure_rate,n_events,n_failures
2215788,1_0,1,40691,143,tired_mans_intercept,3.006,172500,0.36,0.1923,26,5
2215788,1_1,1,40691,143,tired_mans_intercept,3.803,172500,3.32,0.5,26,13
2215788,1_2,1,40691,143,tired_mans_intercept,6.902,172500,2.04,0.3077,13,4
2215788,1_3,1,40691,143,tired_mans_intercept,5.337,172500,2.42,0.4,20,8
2215788,1_4,1,40691,143,tired_mans_intercept,2.151,172500,0.72,0.5526,38,21
2215788,1_5,1,40691,143,tired_mans_intercept,2.776,172500,0.84,0.4516,31,14
2215788,1_6,1,40691,143,tired_mans_intercept,6.108,172500,3.04,0.5143,35,18
2215788,1_7,1,40691,143,tired_mans_intercept,4.557,172500,4.86,0.5556,27,15
2215788,1_8,1,40691,143,tired_mans_intercept,3.115,172500,0.92,0.3784,37,14
2215788,1_9,1,40691,143,tired_mans_intercept,3.96,8417,3.96,0.6667,3,2
2215788,2_0,2,40691,143,tired_mans_intercept,4.627,172500,1.54,0.5,24,12
2215788,2_1,2,40691,143,tired_mans_intercept,2.875,172500,0.0,0.6047,43,26
2215788,2_2,2,40691,143,tired_mans_intercept,1.624,172500,0.0,0.4516,31,14
2215788,2_3,2,40691,143,tired_mans_intercept,5.564,172500,2.72,0.5769,26,15
2215788,2_4,2,40691,143,tired_mans_intercept,4.557,172500,1.64,0.5517,29,16
2215788,1_0,1,59957,143,tired_mans_intercept,4.9,172500,3.14,0.6667,12,8
2215788,1_1,1,59957,143,tired_mans_intercept,5.248,172500,3.48,0.7059,17,12
2215788,1_2,1,59957,143,tired_mans_intercept,8.24,172500,7.04,0.7692,13,10
2215788,1_3,1,59957,143,tired_mans_intercept,5.527,172500,4.08,0.0,6,0
2215788,1_4,1,59957,143,tired_mans_intercept,6.04,172500,5.48,0.6923,13,9
2215788,1_5,1,59957,143,tired_mans_intercept,11.571,172500,2.56,0.125,8,1
2215788,1_6,1,59957,143,tired_mans_intercept,1.585,172500,0.64,0.2,10,2
