game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,median_latency,failure_rate,n_events,n_failures
2215814,1_0,1,55264,152,tired_mans_intercept,1.737,172500,0.2,0.3953,43,17
2215814,1_1,1,55264,152,tired_mans_intercept,1.179,172500,0.0,0.5,42,21
2215814,1_2,1,55264,152,tired_mans_intercept,2.322,172500,0.48,0.5952,42,25
2215814,1_3,1,55264,152,tired_mans_intercept,3.685,172500,2.44,0.5952,42,25
2215814,1_4,1,55264,152,tired_mans_intercept,2.072,172500,0.32,0.68,50,34
2215814,1_5,1,55264,152,tired_mans_intercept,2.905,172500,1.06,0.4634,41,19
2215814,1_6,1,55264,152,tired_mans_intercept,2.657,172500,1.14,0.6471,34,22
2215814,1_7,1,55264,152,tired_mans_intercept,1.082,172498,0.22,0.5556,45,25
2215814,1_8,1,55264,152,tired_mans_intercept,2.153,172500,0.1,0.45,40,18
2215814,1_9,1,55264,152,tired_mans_intercept,1.627,37397,0.6,0.4545,11,5
2215814,2_0,2,55264,152,tired_mans_intercept,1.466,172500,0.3,0.5349,43,23
2215814,2_1,2,55264,152,tired_mans_intercept,0.685,172500,0.0,0.6512,43,28
2215814,2_2,2,55264,152,tired_mans_intercept,2.145,172497,0.26,0.7037,27,19
2215814,2_3,2,55264,152,tired_mans_intercept,1.809,172498,0.24,0.4211,38,16
2215814,2_4,2,55264,152,tired_mans_intercept,0.722,172499,0.0,0.52,50,26
2215814,2_5,2,55264,152,tired_mans_intercept,1.619,172500,0.0,0.4773,44,21
2215814,2_6,2,55264,152,tired_mans_intercept,2.224,172498,0.0,0.5312,32,17
2215814,2_7,2,55264,152,tired_mans_intercept,4.333,172496,0.88,0.8696,23,20
2215814,1_0,1,57112,152,tired_mans_intercept,3.555,172500,0.56,0.303,33,10
2215814,1_1,1,57112,152,tired_mans_intercept,7.467,172500,2.54,0.4783,23,11
2215814,1_2,1,57112,152,tired_mans_intercept,3.446,172500,0.16,0.5128,39,20
2215814,1_3,1,57112,152,tired_mans_intercept,3.806,172500,1.72,0.4722,36,17
2215814,1_4,1,57112,152,tired_mans_intercept,3.724,172500,3.16,0.5263,19,10
2215814,1_5,1,57112,152,tired_mans_intercept,2.741,172500,0.0,0.6053,38,23
2215814,1_6,1,57112,152,tired_mans_intercept,5.112,172500,4.6,0.7727,22,17
2215814,1_7,1,57112,152,tired_mans_intercept,2.598,172498,0.88,0.5,36,18
2215814,1_8,1,57112,152,tired_mans_intercept,2.615,172500,0.78,0.5294,34,18
2215814,1_9,1,57112,152,tired_mans_intercept,1.94,37397,1.94,0.3333,3,1
2215814,2_0,2,57112,152,tired_mans_intercept,3.183,172500,1.08,0.4062,32,13
2215814,2_1,2,57112,152,tired_mans_intercept,2.635,172500,0.44,0.3846,26,10
2215814,2_2,2,57112,152,tired_mans_intercept,4.144,172497,1.98,0.5238,21,11
2215814,2_3,2,57112,152,tired_mans_intercept,2.942,172498,1.34,0.5152,33,17
2215814,2_4,2,57112,152,tired_mans_intercept,3.649,172499,1.2,0.5278,36,19
2215814,2_5,2,57112,152,tired_mans_intercept,2.178,172500,0.12,0.5,36,18
2215814,2_6,2,57112,152,tired_mans_intercept,2.802,172498,0.7,0.25,24,6
2215814,2_7,2,57112,152,tired_mans_intercept,3.787,172496,2.98,0.4,20,8
2215814,2_8,2,57112,152,tired_mans_intercept,1.094,172500,0.28,0.5349,43,23
2215814,2_9,2,57112,152,tired_mans_intercept,1.893,172500,0.82,0.6667,48,32
2215814,2_10,2,57112,152,tired_mans_intercept,0.0,2897,0.0,0.5,2,1
2215814,1_0,1,60165,152,tired_mans_intercept,4.967,172500,0.0,0.4848,33,16
2215814,1_1,1,60165,152,tired_mans_intercept,0.928,172500,0.0,0.5161,31,16
2215814,1_2,1,60165,152,tired_mans_intercept,2.96,172500,0.0,0.5227,44,23
2215814,1_3,1,60165,152,tired_mans_intercept,2.898,172500,0.0,0.5135,37,19
2215814,1_4,1,60165,152,tired_mans_intercept,5.123,172500,1.66,0.6111,36,22
2215814,1_5,1,60165,152,tired_mans_intercept,3.177,172500,1.38,0.7,40,28
2215814,1_6,1,60165,152,tired_mans_intercept,2.309,172500,0.0,0.6042,48,29
2215814,1_7,1,60165,152,tired_mans_intercept,2.068,172498,0.0,0.5306,49,26
2215814,1_8,1,60165,152,tired_mans_intercept,5.297,172500,1.06,0.4286,28,12
2215814,1_9,1,60165,152,tired_mans_intercept,2.147,37397,2.0,0.5714,7,4
2215814,2_0,2,60165,152,tired_mans_intercept,2.02,172500,0.0,0.4706,34,16
2215814,2_1,2,60165,152,tired_mans_intercept,2.13,172500,0.78,0.5429,35,19
2215814,2_2,2,60165,152,tired_mans_intercept,1.0,172497,0.0,0.7368,38,28
2215814,2_3,2,60165,152,tired_mans_intercept,0.0,172498,0.0,0.5,2,1
2215814,1_0,1,100632,152,tired_mans_intercept,5.08,172500,1.04,0.4783,23,11
2215814,1_1,1,100632,152,tired_mans_intercept,2.827,172500,0.0,0.4054,37,15
2215814,1_2,1,100632,152,tired_mans_intercept,6.25,172500,1.44,0.3684,19,7
2215814,1_3,1,100632,152,tired_mans_intercept,3.443,172500,0.64,0.5455,33,18
2215814,1_4,1,100632,152,tired_mans_intercept,1.853,172500,0.0,0.4,30,12
2215814,1_5,1,100632,152,tired_mans_intercept,1.837,172500,0.12,0.5484,31,17
2215814,1_6,1,100632,152,tired_mans_intercept,2.299,172500,0.92,0.5,30,15
2215814,1_7,1,100632,152,tired_mans_intercept,8.794,172498,0.58,0.4815,27,13
2215814,1_8,1,100632,152,tired_mans_intercept,2.427,172500,0.0,0.5385,26,14
2215814,1_9,1,100632,152,tired_mans_intercept,2.707,37397,0.48,0.5714,7,4
2215814,2_0,2,100632,152,tired_mans_intercept,4.213,172500,0.8,0.5,32,16
2215814,2_1,2,100632,152,tired_mans_intercept,7.495,172500,5.68,0.4667,15,7
2215814,2_2,2,100632,152,tired_mans_intercept,11.752,172497,5.8,0.5,10,5
2215814,2_3,2,100632,152,tired_mans_intercept,2.54,172498,0.08,0.4286,35,15
2215814,2_4,2,100632,152,tired_mans_intercept,3.44,172499,0.38,0.4545,22,10
2215814,2_5,2,100632,152,tired_mans_intercept,2.033,172500,0.8,0.4,20,8
2215814,2_6,2,100632,152,tired_mans_intercept,2.955,172498,0.66,0.4667,30,14
2215814,2_7,2,100632,152,tired_mans_intercept,1.875,172496,1.62,0.4286,14,6
2215814,2_8,2,100632,152,tired_mans_intercept,2.025,172500,0.0,0.4286,28,12
2215814,2_9,2,100632,152,tired_mans_intercept,2.814,172500,0.62,0.6,35,21
2215814,2_4,2,185441,152,tired_mans_intercept,0.84,172499,0.42,0.6,10,6
2215814,2_5,2,185441,152,tired_mans_intercept,5.578,172500,2.28,0.5909,22,13
