game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,median_latency,failure_rate,n_events,n_failures
2215800,1_0,1,44136,142,tired_mans_intercept,4.905,172500,2.8,0.3125,16,5
2215800,1_1,1,44136,142,tired_mans_intercept,5.034,172500,3.56,0.44,25,11
2215800,1_2,1,44136,142,tired_mans_intercept,9.069,172500,12.48,0.5882,17,10
2215800,1_3,1,44136,142,tired_mans_intercept,4.804,167456,2.16,0.64,25,16
2215800,1_4,1,44136,142,tired_mans_intercept,2.994,165000,2.08,0.5366,41,22
2215800,1_5,1,44136,142,tired_mans_intercept,5.572,165000,2.04,0.6579,38,25
2215800,1_6,1,44136,142,tired_mans_intercept,6.375,165000,6.16,0.6923,26,18
2215800,1_7,1,44136,142,tired_mans_intercept,4.777,165000,0.0,0.7083,24,17
2215800,1_8,1,44136,142,tired_mans_intercept,5.813,164998,5.64,0.2941,17,5
2215800,1_9,1,44136,142,tired_mans_intercept,3.537,138885,1.36,0.4615,13,6
2215800,2_0,2,44136,142,tired_mans_intercept,6.271,165000,2.28,0.5909,22,13
2215800,2_1,2,44136,142,tired_mans_intercept,1.738,165000,0.96,0.6087,23,14
2215800,2_2,2,44136,142,tired_mans_intercept,12.88,160216,4.04,0.6842,19,13
2215800,2_3,2,44136,142,tired_mans_intercept,6.347,157500,4.44,0.6538,26,17
2215800,2_4,2,44136,142,tired_mans_intercept,4.776,157499,2.94,0.5455,22,12
2215800,2_5,2,44136,142,tired_mans_intercept,4.615,157500,4.68,0.3846,13,5
2215800,2_6,2,44136,142,tired_mans_intercept,5.191,157500,3.24,0.6897,29,20
2215800,2_7,2,44136,142,tired_mans_intercept,6.537,157500,6.88,0.7083,24,17
2215800,2_8,2,44136,142,tired_mans_intercept,4.88,157500,1.52,0.7273,22,16
2215800,2_9,2,44136,142,tired_mans_intercept,5.92,87647,4.32,0.5,8,4
2215800,1_0,1,92170,142,tired_mans_intercept,1.177,172500,0.0,0.4571,35,16
2215800,1_1,1,92170,142,tired_mans_intercept,0.991,172500,0.0,0.4138,29,12
2215800,1_2,1,92170,142,tired_mans_intercept,3.6,172500,2.2,0.4231,26,11
2215800,1_3,1,92170,142,tired_mans_intercept,,167456,,1.0,16,16
2215800,1_0,1,135720,142,tired_mans_intercept,5.703,172500,3.8,0.2692,26,7
2215800,1_1,1,135720,142,tired_mans_intercept,2.637,172500,0.3,0.5556,27,15
2215800,1_2,1,135720,142,tired_mans_intercept,4.135,172500,1.96,0.3158,19,6
2215800,1_3,1,135720,142,tired_mans_intercept,2.14,167456,0.0,0.6296,27,17
2215800,1_4,1,135720,142,tired_mans_intercept,2.205,165000,1.18,0.4359,39,17
2215800,1_5,1,135720,142,tired_mans_intercept,3.343,165000,0.94,0.4483,29,13
2215800,1_6,1,135720,142,tired_mans_intercept,2.574,165000,0.0,0.5952,42,25
2215800,1_7,1,135720,142,tired_mans_intercept,1.842,165000,1.28,0.4062,32,13
2215800,1_8,1,135720,142,tired_mans_intercept,4.774,164998,1.18,0.5,28,14
2215800,1_9,1,135720,142,tired_mans_intercept,4.905,138885,2.6,0.4762,21,10
2215800,2_0,2,135720,142,tired_mans_intercept,3.7,165000,2.32,0.4286,21,9
2215800,2_1,2,135720,142,tired_mans_intercept,2.392,165000,0.0,0.4444,27,12
2215800,2_2,2,135720,142,tired_mans_intercept,2.258,160216,1.14,0.4074,27,11
2215800,2_3,2,135720,142,tired_mans_intercept,3.209,157500,0.92,0.5263,38,20
2215800,2_4,2,135720,142,tired_mans_intercept,2.226,157499,0.32,0.3462,26,9
2215800,2_5,2,135720,142,tired_mans_intercept,6.88,157500,3.92,0.3158,19,6
2215800,2_6,2,135720,142,tired_mans_intercept,4.68,157500,4.48,0.5357,28,15
2215800,2_7,2,135720,142,tired_mans_intercept,2.542,157500,0.48,0.5714,21,12
2215800,2_8,2,135720,142,tired_mans_intercept,1.636,157500,0.2,0.5217,23,12
2215800,2_9,2,135720,142,tired_mans_intercept,2.26,87647,1.06,0.6667,12,8
2215800,1_0,1,140040,142,tired_mans_intercept,1.056,172500,0.0,0.2174,23,5
2215800,1_1,1,140040,142,tired_mans_intercept,3.122,172500,0.0,0.3704,27,10
2215800,1_2,1,140040,142,tired_mans_intercept,3.785,172500,0.8,0.4878,41,20
2215800,1_3,1,140040,142,tired_mans_intercept,2.85,167456,0.0,0.7241,29,21
2215800,1_4,1,140040,142,tired_mans_intercept,3.313,165000,0.0,0.4054,37,15
2215800,1_5,1,140040,142,tired_mans_intercept,3.469,165000,0.0,0.5135,37,19
2215800,1_6,1,140040,142,tired_mans_intercept,1.691,165000,0.2,0.72,50,36
2215800,1_7,1,140040,142,tired_mans_intercept,3.263,165000,0.32,0.52,25,13
2215800,1_8,1,140040,142,tired_mans_intercept,3.185,164998,0.0,0.4242,33,14
2215800,1_9,1,140040,142,tired_mans_intercept,7.72,138885,1.68,0.5926,27,16
2215800,2_0,2,140040,142,tired_mans_intercept,0.946,165000,0.0,0.3784,37,14
2215800,2_1,2,140040,142,tired_mans_intercept,1.878,165000,0.5,0.4194,31,13
2215800,2_2,2,140040,142,tired_mans_intercept,1.36,160216,0.0,0.6154,26,16
2215800,2_3,2,140040,142,tired_mans_intercept,3.178,157500,2.14,0.5,44,22
2215800,2_4,2,140040,142,tired_mans_intercept,0.951,157499,0.0,0.5263,38,20
2215800,2_5,2,140040,142,tired_mans_intercept,2.027,157500,0.0,0.5588,34,19
2215800,2_6,2,140040,142,tired_mans_intercept,2.115,157500,0.72,0.68,50,34
2215800,2_7,2,140040,142,tired_mans_intercept,2.554,157500,0.16,0.381,42,16
2215800,2_8,2,140040,142,tired_mans_intercept,2.482,157500,0.42,0.3043,23,7
2215800,2_9,2,140040,142,tired_mans_intercept,5.05,87647,0.74,0.68,25,17
2215800,1_0,1,154344,142,tired_mans_intercept,1.798,172500,0.0,0.4722,36,17
2215800,1_1,1,154344,142,tired_mans_intercept,2.535,172500,0.46,0.4839,31,15
2215800,1_2,1,154344,142,tired_mans_intercept,3.101,172500,0.32,0.4242,33,14
2215800,1_3,1,154344,142,tired_mans_intercept,2.783,167456,0.38,0.6,35,21
2215800,1_4,1,154344,142,tired_mans_intercept,1.62,165000,0.0,0.434,53,23
2215800,1_5,1,154344,142,tired_mans_intercept,1.351,165000,0.48,0.3659,41,15
2215800,1_6,1,154344,142,tired_mans_intercept,0.05,165000,0.0,0.7333,45,33
2215800,1_7,1,154344,142,tired_mans_intercept,1.842,165000,0.22,0.5349,43,23
2215800,1_8,1,154344,142,tired_mans_intercept,0.856,164998,0.0,0.4688,32,15
2215800,1_9,1,154344,142,tired_mans_intercept,2.963,138885,0.0,0.4643,28,13
2215800,2_0,2,154344,142,tired_mans_intercept,2.811,165000,3.52,0.55,40,22
2215800,2_1,2,154344,142,tired_mans_intercept,1.943,165000,0.0,0.4615,39,18
2215800,2_2,2,154344,142,tired_mans_intercept,2.449,160216,0.0,0.5357,28,15
2215800,2_3,2,154344,142,tired_mans_intercept,3.181,157500,1.72,0.6053,38,23
2215800,2_4,2,154344,142,tired_mans_intercept,3.893,157499,0.0,0.6341,41,26
2215800,2_5,2,154344,142,tired_mans_intercept,3.261,157500,0.88,0.4,25,10
2215800,2_6,2,154344,142,tired_mans_intercept,2.755,157500,0.86,0.5926,54,32
2215800,2_7,2,154344,142,tired_mans_intercept,0.675,157500,0.0,0.5789,19,11
2215800,2_8,2,174317,142,tired_mans_intercept,0.063,157500,0.0,0.3636,11,4
2215800,2_9,2,174317,142,tired_mans_intercept,6.872,87647,1.12,0.4444,9,4
2215800,1_0,1,176501,142,tired_mans_intercept,8.717,172500,2.46,0.2,15,3
2215800,1_1,1,176501,142,tired_mans_intercept,4.18,172500,1.72,0.4,30,12
2215800,1_2,1,176501,142,tired_mans_intercept,4.652,172500,1.32,0.5938,32,19
2215800,1_3,1,176501,142,tired_mans_intercept,1.36,167456,0.24,0.8387,31,26
2215800,1_4,1,176501,142,tired_mans_intercept,4.038,165000,2.2,0.4688,32,15
2215800,1_5,1,176501,142,tired_mans_intercept,3.206,165000,1.58,0.5,40,20
2215800,1_6,1,176501,142,tired_mans_intercept,0.928,165000,0.0,0.7778,45,35
2215800,1_7,1,176501,142,tired_mans_intercept,3.062,165000,0.14,0.4545,33,15
2215800,1_8,1,176501,142,tired_mans_intercept,3.594,164998,1.76,0.4583,24,11
2215800,1_9,1,176501,142,tired_mans_intercept,5.011,138885,1.76,0.6452,31,20
2215800,2_0,2,176501,142,tired_mans_intercept,7.263,165000,1.82,0.4783,23,11
2215800,2_1,2,176501,142,tired_mans_intercept,4.709,165000,0.2,0.5,22,11
2215800,2_2,2,176501,142,tired_mans_intercept,5.45,160216,0.68,0.7143,28,20
2215800,2_3,2,176501,142,tired_mans_intercept,4.187,157500,2.2,0.4231,26,11
2215800,2_4,2,176501,142,tired_mans_intercept,6.263,157499,0.2,0.5556,27,15
2215800,2_5,2,176501,142,tired_mans_intercept,5.864,157500,2.04,0.3333,15,5
2215800,2_6,2,176501,142,tired_mans_intercept,3.314,157500,0.96,0.7407,27,20
2215800,2_7,2,176501,142,tired_mans_intercept,8.865,157500,2.52,0.4211,19,8
2215800,2_8,2,176501,142,tired_mans_intercept,5.191,157500,1.44,0.4615,26,12
2215800,2_9,2,176501,142,tired_mans_intercept,14.064,87647,0.44,0.7059,17,12
2215800,2_7,2,184379,142,tired_mans_intercept,2.195,157500,0.0,0.4483,29,13
2215800,2_8,2,184379,142,tired_mans_intercept,1.197,157500,0.0,0.3421,38,13
2215800,2_9,2,184379,142,tired_mans_intercept,2.093,87647,1.96,0.6087,23,14
2215800,1_0,1,204188,142,tired_mans_intercept,0.88,172500,0.0,0.4359,39,17
2215800,1_1,1,204188,142,tired_mans_intercept,1.638,172500,0.4,0.5128,39,20
2215800,1_2,1,204188,142,tired_mans_intercept,1.162,172500,0.0,0.4722,36,17
2215800,1_3,1,204188,142,tired_mans_intercept,4.142,167456,0.0,0.6667,33,22
2215800,1_4,1,204188,142,tired_mans_intercept,2.402,165000,0.3,0.5238,42,22
2215800,1_5,1,204188,142,tired_mans_intercept,0.975,165000,0.0,0.3438,32,11
2215800,1_6,1,204188,142,tired_mans_intercept,2.895,165000,2.14,0.8298,47,39
2215800,1_7,1,204188,142,tired_mans_intercept,1.966,165000,0.34,0.4286,35,15
2215800,1_8,1,204188,142,tired_mans_intercept,2.04,164998,0.76,0.4444,36,16
2215800,1_9,1,204188,142,tired_mans_intercept,0.345,138885,0.0,0.3158,38,12
2215800,2_0,2,204188,142,tired_mans_intercept,1.141,165000,0.0,0.5435,46,25
2215800,2_1,2,204188,142,tired_mans_intercept,2.15,165000,0.0,0.5238,42,22
2215800,2_2,2,204188,142,tired_mans_intercept,2.0,160216,0.0,0.6053,38,23
2215800,2_3,2,204188,142,tired_mans_intercept,0.831,157500,0.12,0.55,40,22
2215800,2_4,2,204188,142,tired_mans_intercept,4.857,157499,0.6,0.6129,31,19
2215800,2_5,2,204188,142,tired_mans_intercept,3.21,157500,1.4,0.52,25,13
2215800,2_6,2,204188,142,tired_mans_intercept,4.541,157500,0.44,0.2917,24,7
2215800,2_7,2,204188,142,tired_mans_intercept,3.172,157500,1.92,0.4118,34,14
2215800,2_8,2,204188,142,tired_mans_intercept,2.813,157500,1.04,0.4286,21,9
2215800,2_5,2,221095,142,tired_mans_intercept,2.96,157500,1.16,0.4167,12,5
2215800,2_6,2,221095,142,tired_mans_intercept,4.476,157500,0.64,0.6087,23,14
2215800,2_7,2,221095,142,tired_mans_intercept,6.117,157500,1.56,0.381,21,8
2215800,2_8,2,221095,142,tired_mans_intercept,0.971,157500,0.0,0.5263,38,20
2215800,2_9,2,221095,142,tired_mans_intercept,1.9,87647,0.0,0.5455,22,12
2215800,1_0,1,224868,142,tired_mans_intercept,3.688,172500,1.68,0.3824,34,13
2215800,1_1,1,224868,142,tired_mans_intercept,2.958,172500,0.6,0.3871,31,12
2215800,1_2,1,224868,142,tired_mans_intercept,3.938,172500,0.66,0.2174,23,5
2215800,1_3,1,224868,142,tired_mans_intercept,6.709,167456,0.0,0.75,28,21
2215800,1_4,1,224868,142,tired_mans_intercept,4.808,165000,0.98,0.4595,37,17
2215800,1_5,1,224868,142,tired_mans_intercept,3.686,165000,0.34,0.4118,34,14
2215800,1_6,1,224868,142,tired_mans_intercept,1.749,165000,0.0,0.5588,34,19
2215800,1_7,1,224868,142,tired_mans_intercept,2.069,165000,0.8,0.375,24,9
2215800,1_8,1,224868,142,tired_mans_intercept,4.06,164998,1.14,0.5,28,14
2215800,1_9,1,224868,142,tired_mans_intercept,7.662,138885,1.16,0.5,18,9
2215800,2_0,2,224868,142,tired_mans_intercept,2.608,165000,1.4,0.4412,34,15
2215800,2_1,2,224868,142,tired_mans_intercept,2.938,165000,0.22,0.4375,32,14
2215800,2_2,2,224868,142,tired_mans_intercept,6.577,160216,0.56,0.6818,22,15
2215800,2_3,2,224868,142,tired_mans_intercept,1.526,157500,0.0,0.48,25,12
2215800,2_4,2,224868,142,tired_mans_intercept,2.898,157499,0.48,0.5217,23,12
2215800,2_5,2,224868,142,tired_mans_intercept,2.76,157500,2.46,0.5,32,16
2215800,2_6,2,224868,142,tired_mans_intercept,3.509,157500,2.18,0.4545,33,15
2215800,2_7,2,224868,142,tired_mans_intercept,1.552,157500,0.84,0.5455,33,18
2215800,2_8,2,224868,142,tired_mans_intercept,4.445,157500,0.76,0.5152,33,17
2215800,2_9,2,224868,142,tired_mans_intercept,3.585,87647,0.16,0.45,20,9
2215800,1_0,1,433771,142,tired_mans_intercept,1.739,172500,0.52,0.4878,41,20
2215800,1_1,1,433771,142,tired_mans_intercept,2.735,172500,0.16,0.4167,36,15
2215800,1_2,1,433771,142,tired_mans_intercept,1.341,172500,0.0,0.3784,37,14
2215800,1_3,1,433771,142,tired_mans_intercept,4.114,167456,0.0,0.6176,34,21
2215800,1_4,1,433771,142,tired_mans_intercept,1.913,165000,0.98,0.4762,42,20
2215800,1_5,1,433771,142,tired_mans_intercept,1.478,165000,0.0,0.4583,48,22
2215800,1_6,1,433771,142,tired_mans_intercept,0.232,165000,0.0,0.7368,38,28
2215800,1_7,1,433771,142,tired_mans_intercept,1.218,165000,0.0,0.5,36,18
2215800,1_8,1,433771,142,tired_mans_intercept,1.364,164998,0.36,0.5,38,19
2215800,1_9,1,433771,142,tired_mans_intercept,2.203,138885,0.64,0.4231,26,11
2215800,1_0,1,438464,142,tired_mans_intercept,2.972,172500,0.0,0.4783,46,22
2215800,1_1,1,438464,142,tired_mans_intercept,2.84,172500,0.0,0.5,36,18
2215800,1_2,1,438464,142,tired_mans_intercept,3.52,172500,0.32,0.4848,33,16
2215800,1_3,1,438464,142,tired_mans_intercept,8.664,167456,4.52,0.8276,29,24
2215800,1_4,1,438464,142,tired_mans_intercept,2.077,165000,0.24,0.44,50,22
2215800,1_5,1,438464,142,tired_mans_intercept,1.379,165000,0.0,0.4681,47,22
2215800,1_6,1,438464,142,tired_mans_intercept,0.944,165000,0.0,0.7436,39,29
2215800,1_7,1,438464,142,tired_mans_intercept,0.865,165000,0.0,0.5357,56,30
2215800,1_8,1,438464,142,tired_mans_intercept,2.624,164998,0.88,0.5909,44,26
2215800,1_9,1,438464,142,tired_mans_intercept,0.874,138885,0.0,0.6905,42,29
2215800,2_0,2,438464,142,tired_mans_intercept,1.855,165000,0.1,0.4545,44,20
2215800,2_1,2,438464,142,tired_mans_intercept,2.465,165000,0.16,0.449,49,22
2215800,2_2,2,438464,142,tired_mans_intercept,5.576,160216,1.16,0.2857,28,8
2215800,2_3,2,438464,142,tired_mans_intercept,1.028,157500,0.0,0.6102,59,36
2215800,2_4,2,438464,142,tired_mans_intercept,2.228,157499,0.0,0.5,32,16
2215800,2_5,2,438464,142,tired_mans_intercept,0.527,157500,0.0,0.6757,37,25
2215800,2_6,2,438464,142,tired_mans_intercept,1.843,157500,0.48,0.3864,44,17
2215800,2_7,2,438464,142,tired_mans_intercept,3.706,157500,2.42,0.6316,38,24
2215800,2_8,2,438464,142,tired_mans_intercept,2.189,157500,0.0,0.6739,46,31
2215800,2_9,2,438464,142,tired_mans_intercept,1.32,87647,0.0,0.7083,24,17
2215800,2_0,2,465680,142,tired_mans_intercept,1.938,165000,0.42,0.5122,41,21
2215800,2_1,2,465680,142,tired_mans_intercept,1.648,165000,0.0,0.5957,47,28
2215800,2_2,2,465680,142,tired_mans_intercept,5.182,160216,0.0,0.4091,22,9
2215800,2_3,2,465680,142,tired_mans_intercept,1.202,157500,0.08,0.4348,46,20
2215800,2_4,2,465680,142,tired_mans_intercept,1.858,157499,0.0,0.4762,21,10
2215800,2_5,2,465680,142,tired_mans_intercept,2.019,157500,0.24,0.4643,28,13
2215800,2_6,2,465680,142,tired_mans_intercept,1.819,157500,0.84,0.5641,39,22
2215800,2_7,2,465680,142,tired_mans_intercept,4.122,157500,0.0,0.3571,28,10
2215800,2_8,2,465680,142,tired_mans_intercept,1.986,157500,0.0,0.4815,27,13
2215800,2_9,2,465680,142,tired_mans_intercept,4.423,87647,0.72,0.6316,19,12
2215800,1_0,1,505834,142,tired_mans_intercept,1.565,172500,0.0,0.575,40,23
2215800,1_1,1,505834,142,tired_mans_intercept,2.864,172500,0.36,0.4359,39,17
2215800,1_2,1,505834,142,tired_mans_intercept,1.018,172500,0.0,0.5192,52,27
2215800,1_3,1,505834,142,tired_mans_intercept,19.817,167456,14.24,0.5625,16,9
2215800,1_4,1,505834,142,tired_mans_intercept,2.272,165000,0.88,0.4324,37,16
2215800,1_5,1,505834,142,tired_mans_intercept,2.247,165000,0.0,0.6087,46,28
2215800,1_6,1,505834,142,tired_mans_intercept,4.12,165000,0.0,0.7188,32,23
2215800,1_7,1,505834,142,tired_mans_intercept,1.963,165000,0.0,0.4651,43,20
2215800,1_8,1,505834,142,tired_mans_intercept,0.827,164998,0.0,0.3871,31,12
2215800,1_9,1,505834,142,tired_mans_intercept,2.794,138885,0.16,0.5625,32,18
2215800,2_0,2,505834,142,tired_mans_intercept,1.905,165000,0.24,0.3438,32,11
2215800,2_1,2,505834,142,tired_mans_intercept,3.784,165000,1.12,0.3611,36,13
2215800,2_2,2,505834,142,tired_mans_intercept,7.914,160216,2.4,0.2778,18,5
2215800,2_3,2,505834,142,tired_mans_intercept,7.677,157500,2.16,0.35,20,7
2215800,2_4,2,505834,142,tired_mans_intercept,5.813,157499,0.2,0.55,20,11
2215800,2_5,2,505834,142,tired_mans_intercept,2.48,157500,1.2,0.5806,31,18
