game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames,total_distance,hsr_distance,sprint_distance,hsr_efforts,avg_speed,max_speed
2215841,1_0,1,83912,146,physical_load,800.921,7499,800.921,31.032,0.0,2,2.67,7.948
2215841,1_0,1,230971,146,physical_load,737.802,7499,737.802,17.556,5.845,1,2.46,8.181
2215841,1_0,1,461913,146,physical_load,779.219,7499,779.219,0.0,0.0,0,2.598,6.908
2215841,1_0,1,460267,146,physical_load,858.478,7499,858.478,3.493,0.0,0,2.862,7.407
2215841,1_0,1,242880,146,physical_load,691.384,7499,691.384,11.333,0.0,1,2.305,7.655
2215841,1_0,1,85370,146,physical_load,781.368,7499,781.368,23.954,0.0,1,2.605,7.371
2215841,1_0,1,186658,146,physical_load,355.195,7499,355.195,0.0,0.0,0,1.184,5.158
2215841,1_0,1,155335,146,physical_load,717.125,7499,717.125,4.037,0.0,0,2.391,7.3
2215841,1_0,1,115327,146,physical_load,771.564,7499,771.564,22.854,5.902,1,2.572,8.313
2215841,1_0,1,42416,2128,physical_load,559.393,7499,559.393,0.0,0.0,0,1.865,6.283
2215841,1_0,1,465525,146,physical_load,917.197,7499,917.197,3.681,0.0,0,3.058,7.119
2215841,1_0,1,161950,146,physical_load,759.924,7499,759.924,44.072,0.0,2,2.533,7.98
2215841,1_0,1,45505,2128,physical_load,692.434,7499,692.434,0.0,0.0,0,2.308,6.654
2215841,1_0,1,202857,2128,physical_load,796.244,7499,796.244,13.417,0.0,0,2.654,7.537
2215841,1_0,1,489841,2128,physical_load,793.842,7499,793.842,22.102,0.0,1,2.646,7.958
2215841,1_0,1,219286,2128,physical_load,715.049,7499,715.049,0.0,0.0,0,2.384,6.224
2215841,1_0,1,210456,2128,physical_load,754.395,7499,754.395,37.747,2.92,3,2.515,8.165
2215841,1_0,1,208554,2128,physical_load,641.603,7499,641.603,27.365,10.089,2,2.14,12.979
2215841,1_0,1,-1,-1,physical_load,2009.78,7499,2009.78,1423.314,1299.048,41,6.584,34.001
2215841,1_0,1,174272,2128,physical_load,306.168,7499,306.168,0.0,0.0,0,1.021,4.577
2215841,1_0,1,126407,2128,physical_load,830.865,7499,830.865,8.357,0.0,0,2.77,7.423
2215841,1_0,1,57266,2128,physical_load,632.183,7499,632.183,0.0,0.0,0,2.108,6.564
2215841,1_0,1,202891,2128,physical_load,768.131,7499,768.131,53.387,0.0,3,2.561,7.829
2215841,1_1,1,83912,146,physical_load,679.216,7499,679.216,11.941,0.0,1,2.264,7.852
2215841,1_1,1,230971,146,physical_load,625.672,7499,625.672,1.687,0.0,0,2.086,7.044
2215841,1_1,1,461913,146,physical_load,644.661,7499,644.661,9.703,0.0,1,2.149,7.894
2215841,1_1,1,460267,146,physical_load,758.438,7499,758.438,19.736,7.616,1,2.528,8.432
2215841,1_1,1,242880,146,physical_load,528.492,7499,528.492,0.0,0.0,0,1.762,5.867
2215841,1_1,1,85370,146,physical_load,645.555,7499,645.555,0.0,0.0,0,2.152,6.851
2215841,1_1,1,186658,146,physical_load,278.419,7499,278.419,0.0,0.0,0,0.928,3.723
2215841,1_1,1,155335,146,physical_load,594.586,7499,594.586,0.0,0.0,0,1.982,6.291
2215841,1_1,1,115327,146,physical_load,710.501,7499,710.501,35.936,3.274,2,2.368,8.284
2215841,1_1,1,42416,2128,physical_load,616.08,7499,616.08,1.964,0.0,0,2.054,7.022
2215841,1_1,1,465525,146,physical_load,726.033,7499,726.033,16.914,7.882,1,2.42,8.323
2215841,1_1,1,161950,146,physical_load,682.331,7499,682.331,16.441,4.92,1,2.274,8.305
2215841,1_1,1,45505,2128,physical_load,685.981,7499,685.981,24.257,5.943,2,2.287,8.409
2215841,1_1,1,202857,2128,physical_load,699.482,7499,699.482,31.082,10.441,1,2.332,8.663
2215841,1_1,1,489841,2128,physical_load,692.797,7499,692.797,4.14,0.0,0,2.309,7.616
2215841,1_1,1,219286,2128,physical_load,665.676,7499,665.676,0.0,0.0,0,2.219,6.003
2215841,1_1,1,210456,2128,physical_load,655.605,7499,655.605,6.807,0.0,0,2.185,7.147
2215841,1_1,1,208554,2128,physical_load,649.935,7499,649.935,0.0,0.0,0,2.167,6.082
2215841,1_1,1,-1,-1,physical_load,1779.669,7499,1779.669,1173.342,1083.088,37,5.859,36.707
2215841,1_1,1,174272,2128,physical_load,380.022,7499,380.022,1.685,0.0,0,1.267,7.033
2215841,1_1,1,126407,2128,physical_load,683.698,7499,683.698,0.0,0.0,0,2.279,6.237
2215841,1_1,1,57266,2128,physical_load,673.531,7499,673.531,2.274,0.0,0,2.245,7.158
2215841,1_1,1,202891,2128,physical_load,618.309,7499,618.309,35.121,13.017,1,2.061,8.927
2215841,1_2,1,83912,146,physical_load,541.982,7499,541.982,0.0,0.0,0,1.807,6.92
2215841,1_2,1,230971,146,physical_load,717.859,7499,717.859,95.051,41.225,3,2.393,9.637
2215841,1_2,1,461913,146,physical_load,678.387,7499,678.387,5.388,0.0,0,2.262,7.177
2215841,1_2,1,460267,146,physical_load,736.367,7499,736.367,22.554,0.0,1,2.455,7.96
2215841,1_2,1,242880,146,physical_load,544.6,7499,544.6,5.238,0.0,0,1.815,7.415
2215841,1_2,1,85370,146,physical_load,681.119,7499,681.119,0.0,0.0,0,2.271,6.806
2215841,1_2,1,186658,146,physical_load,297.822,7499,297.822,0.0,0.0,0,0.993,4.674
2215841,1_2,1,155335,146,physical_load,612.741,7499,612.741,6.459,1.608,0,2.043,8.061
2215841,1_2,1,115327,146,physical_load,716.265,7499,716.265,56.516,14.802,4,2.388,8.515
2215841,1_2,1,42416,2128,physical_load,557.72,7499,557.72,0.0,0.0,0,1.859,6.327
2215841,1_2,1,465525,146,physical_load,725.044,7499,725.044,0.0,0.0,0,2.417,6.804
2215841,1_2,1,161950,146,physical_load,667.012,7499,667.012,41.17,9.121,3,2.224,8.248
2215841,1_2,1,45505,2128,physical_load,586.258,7499,586.258,0.0,0.0,0,1.954,6.633
2215841,1_2,1,202857,2128,physical_load,683.275,7499,683.275,40.534,5.571,3,2.278,8.276
2215841,1_2,1,489841,2128,physical_load,706.737,7499,706.737,62.855,26.48,2,2.356,9.199
2215841,1_2,1,219286,2128,physical_load,681.04,7499,681.04,0.0,0.0,0,2.27,5.771
2215841,1_2,1,210456,2128,physical_load,619.102,7499,619.102,0.0,0.0,0,2.064,6.881
2215841,1_2,1,208554,2128,physical_load,600.18,7499,600.18,0.0,0.0,0,2.001,6.752
2215841,1_2,1,-1,-1,physical_load,1658.621,7499,1658.621,1023.741,941.083,34,6.088,389.16
2215841,1_2,1,174272,2128,physical_load,266.504,7499,266.504,0.0,0.0,0,0.888,4.884
2215841,1_2,1,126407,2128,physical_load,721.376,7499,721.376,0.0,0.0,0,2.405,6.828
2215841,1_2,1,57266,2128,physical_load,690.516,7499,690.516,29.549,7.183,2,2.302,8.252
2215841,1_2,1,202891,2128,physical_load,686.641,7499,686.641,41.855,14.804,3,2.289,8.405
2215841,1_3,1,83912,146,physical_load,599.091,7499,599.091,5.733,0.0,0,1.997,7.245
2215841,1_3,1,230971,146,physical_load,694.401,7499,694.401,11.83,0.0,1,2.315,7.88
2215841,1_3,1,461913,146,physical_load,634.69,7499,634.69,0.0,0.0,0,2.116,6.246
2215841,1_3,1,460267,146,physical_load,788.231,7499,788.231,37.554,7.188,2,2.627,8.258
2215841,1_3,1,242880,146,physical_load,599.695,7499,599.695,4.264,0.0,0,1.999,7.167
2215841,1_3,1,85370,146,physical_load,653.59,7499,653.59,8.682,3.247,1,2.179,8.176
2215841,1_3,1,186658,146,physical_load,304.097,7499,304.097,0.0,0.0,0,1.014,4.011
2215841,1_3,1,155335,146,physical_load,615.989,7499,615.989,8.231,0.0,1,2.053,7.975
2215841,1_3,1,115327,146,physical_load,681.699,7499,681.699,10.536,0.0,1,2.273,7.201
2215841,1_3,1,42416,2128,physical_load,556.022,7499,556.022,14.329,0.0,1,1.854,7.283
2215841,1_3,1,465525,146,physical_load,671.709,7499,671.709,4.38,0.0,0,2.239,7.431
2215841,1_3,1,161950,146,physical_load,712.409,7499,712.409,13.053,0.0,1,2.375,7.408
2215841,1_3,1,45505,2128,physical_load,653.015,7499,653.015,9.978,0.0,1,2.177,7.229
2215841,1_3,1,202857,2128,physical_load,666.706,7499,666.706,6.892,0.0,0,2.222,7.758
2215841,1_3,1,489841,2128,physical_load,771.966,7499,771.966,7.398,0.0,1,2.573,7.183
2215841,1_3,1,219286,2128,physical_load,655.38,7499,655.38,1.122,0.0,0,2.185,7.019
2215841,1_3,1,210456,2128,physical_load,676.044,7499,676.044,10.286,0.0,0,2.254,7.289
2215841,1_3,1,208554,2128,physical_load,623.997,7499,623.997,8.483,0.0,1,2.08,7.477
2215841,1_3,1,-1,-1,physical_load,1884.277,7499,1884.277,1202.705,1118.057,40,6.188,28.46
2215841,1_3,1,174272,2128,physical_load,256.997,7499,256.997,0.0,0.0,0,0.857,4.26
2215841,1_3,1,126407,2128,physical_load,640.121,7499,640.121,20.968,5.586,1,2.134,8.327
